algorithm,crypto_family,file_size,key_size,label_group,mode,original_file_id,original_type,path,sample_id,split,tool
DES,block_padded_mode_like,17428,56,DES_like,CBC,0322-exe,exe,data/generated\DES_like\005793.enc,005793,train,pycryptodome
RC4,stream_or_counter_mode_like,17408,256,RC4_like,STREAM,0322-exe,exe,data/generated\RC4_like\005794.enc,005794,train,pycryptodome
XOR,weak_obfuscation_like,17408,128,XOR_like,REPEATING_KEY,0322-exe,exe,data/generated\XOR_like\005795.enc,005795,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,17684,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0322-exe,exe,data/generated\hybrid_Salsa20_RSA_like\005796.enc,005796,train,pycryptodome
none,not_encrypted,6689,0,not_encrypted,,0323-csv,csv,data/generated\not_encrypted\005797.enc,005797,train,pycryptodome
gzip,compressed_only,2625,0,compressed_only,,0323-csv,csv,data/generated\compressed_only\005798.enc,005798,train,pycryptodome
RC2,block_padded_mode_like,6708,128,RC2_like,CBC,0323-csv,csv,data/generated\RC2_like\005799.enc,005799,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,6705,256,ChaCha20_Salsa20_like,,0323-csv,csv,data/generated\ChaCha20_Salsa20_like\005800.enc,005800,train,pycryptodome
XOR,weak_obfuscation_like,6689,128,XOR_like,REPEATING_KEY,0323-csv,csv,data/generated\XOR_like\005801.enc,005801,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,6980,256,hybrid_AES_RSA_like,CBC+OAEP,0323-csv,csv,data/generated\hybrid_AES_RSA_like\005802.enc,005802,train,pycryptodome
none,not_encrypted,54784,0,not_encrypted,,0323-doc,doc,data/generated\not_encrypted\005803.enc,005803,train,pycryptodome
gzip,compressed_only,13179,0,compressed_only,,0323-doc,doc,data/generated\compressed_only\005804.enc,005804,train,pycryptodome
CAST5,block_padded_mode_like,54812,128,CAST5_like,CBC,0323-doc,doc,data/generated\CAST5_like\005805.enc,005805,train,pycryptodome
Salsa20,stream_or_counter_mode_like,54804,256,ChaCha20_Salsa20_like,,0323-doc,doc,data/generated\ChaCha20_Salsa20_like\005806.enc,005806,train,pycryptodome
XOR,weak_obfuscation_like,54784,128,XOR_like,REPEATING_KEY,0323-doc,doc,data/generated\XOR_like\005807.enc,005807,train,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,55056,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0323-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\005808.enc,005808,train,pycryptodome
none,not_encrypted,267776,0,not_encrypted,,0323-exe,exe,data/generated\not_encrypted\005809.enc,005809,val,pycryptodome
gzip,compressed_only,117837,0,compressed_only,,0323-exe,exe,data/generated\compressed_only\005810.enc,005810,val,pycryptodome
AES,block_padded_mode_like,267812,256,AES_like,CBC,0323-exe,exe,data/generated\AES_like\005811.enc,005811,val,pycryptodome
RC4,stream_or_counter_mode_like,267776,256,RC4_like,STREAM,0323-exe,exe,data/generated\RC4_like\005812.enc,005812,val,pycryptodome
XOR,weak_obfuscation_like,267776,128,XOR_like,REPEATING_KEY,0323-exe,exe,data/generated\XOR_like\005813.enc,005813,val,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,268052,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0323-exe,exe,data/generated\hybrid_Salsa20_RSA_like\005814.enc,005814,val,pycryptodome
none,not_encrypted,192,0,not_encrypted,,0324-csv,csv,data/generated\not_encrypted\005815.enc,005815,train,pycryptodome
gzip,compressed_only,131,0,compressed_only,,0324-csv,csv,data/generated\compressed_only\005816.enc,005816,train,pycryptodome
AES,block_padded_mode_like,208,256,AES_like,ECB,0324-csv,csv,data/generated\AES_like\005817.enc,005817,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,208,256,ChaCha20_Salsa20_like,,0324-csv,csv,data/generated\ChaCha20_Salsa20_like\005818.enc,005818,train,pycryptodome
XOR,weak_obfuscation_like,192,128,XOR_like,REPEATING_KEY,0324-csv,csv,data/generated\XOR_like\005819.enc,005819,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,484,256,hybrid_AES_RSA_like,CBC+OAEP,0324-csv,csv,data/generated\hybrid_AES_RSA_like\005820.enc,005820,train,pycryptodome
none,not_encrypted,57856,0,not_encrypted,,0324-doc,doc,data/generated\not_encrypted\005821.enc,005821,train,pycryptodome
gzip,compressed_only,16452,0,compressed_only,,0324-doc,doc,data/generated\compressed_only\005822.enc,005822,train,pycryptodome
AES,block_padded_mode_like,57868,256,AES_like,CTR,0324-doc,doc,data/generated\AES_like\005823.enc,005823,train,pycryptodome
Salsa20,stream_or_counter_mode_like,57876,256,ChaCha20_Salsa20_like,,0324-doc,doc,data/generated\ChaCha20_Salsa20_like\005824.enc,005824,train,pycryptodome
XOR,weak_obfuscation_like,57856,128,XOR_like,REPEATING_KEY,0324-doc,doc,data/generated\XOR_like\005825.enc,005825,train,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,58128,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0324-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\005826.enc,005826,train,pycryptodome
none,not_encrypted,540027,0,not_encrypted,,0324-exe,exe,data/generated\not_encrypted\005827.enc,005827,train,pycryptodome
gzip,compressed_only,174768,0,compressed_only,,0324-exe,exe,data/generated\compressed_only\005828.enc,005828,train,pycryptodome
AES,block_padded_mode_like,540055,256,AES_like,CFB,0324-exe,exe,data/generated\AES_like\005829.enc,005829,train,pycryptodome
RC4,stream_or_counter_mode_like,540027,256,RC4_like,STREAM,0324-exe,exe,data/generated\RC4_like\005830.enc,005830,train,pycryptodome
XOR,weak_obfuscation_like,540027,128,XOR_like,REPEATING_KEY,0324-exe,exe,data/generated\XOR_like\005831.enc,005831,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,540303,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0324-exe,exe,data/generated\hybrid_Salsa20_RSA_like\005832.enc,005832,train,pycryptodome
none,not_encrypted,1763,0,not_encrypted,,0325-csv,csv,data/generated\not_encrypted\005833.enc,005833,train,pycryptodome
gzip,compressed_only,971,0,compressed_only,,0325-csv,csv,data/generated\compressed_only\005834.enc,005834,train,pycryptodome
AES,block_padded_mode_like,1783,256,AES_like,OFB,0325-csv,csv,data/generated\AES_like\005835.enc,005835,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,1779,256,ChaCha20_Salsa20_like,,0325-csv,csv,data/generated\ChaCha20_Salsa20_like\005836.enc,005836,train,pycryptodome
XOR,weak_obfuscation_like,1763,128,XOR_like,REPEATING_KEY,0325-csv,csv,data/generated\XOR_like\005837.enc,005837,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,2052,256,hybrid_AES_RSA_like,CBC+OAEP,0325-csv,csv,data/generated\hybrid_AES_RSA_like\005838.enc,005838,train,pycryptodome
none,not_encrypted,90624,0,not_encrypted,,0325-doc,doc,data/generated\not_encrypted\005839.enc,005839,test,pycryptodome
gzip,compressed_only,22865,0,compressed_only,,0325-doc,doc,data/generated\compressed_only\005840.enc,005840,test,pycryptodome
AES,block_padded_mode_like,90660,256,AES_like,GCM,0325-doc,doc,data/generated\AES_like\005841.enc,005841,test,pycryptodome
Salsa20,stream_or_counter_mode_like,90644,256,ChaCha20_Salsa20_like,,0325-doc,doc,data/generated\ChaCha20_Salsa20_like\005842.enc,005842,test,pycryptodome
XOR,weak_obfuscation_like,90624,128,XOR_like,REPEATING_KEY,0325-doc,doc,data/generated\XOR_like\005843.enc,005843,test,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,90896,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0325-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\005844.enc,005844,test,pycryptodome
none,not_encrypted,282624,0,not_encrypted,,0325-exe,exe,data/generated\not_encrypted\005845.enc,005845,train,pycryptodome
gzip,compressed_only,128449,0,compressed_only,,0325-exe,exe,data/generated\compressed_only\005846.enc,005846,train,pycryptodome
3DES,block_padded_mode_like,282644,192,3DES_like,CBC,0325-exe,exe,data/generated\3DES_like\005847.enc,005847,train,pycryptodome
RC4,stream_or_counter_mode_like,282624,256,RC4_like,STREAM,0325-exe,exe,data/generated\RC4_like\005848.enc,005848,train,pycryptodome
XOR,weak_obfuscation_like,282624,128,XOR_like,REPEATING_KEY,0325-exe,exe,data/generated\XOR_like\005849.enc,005849,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,282900,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0325-exe,exe,data/generated\hybrid_Salsa20_RSA_like\005850.enc,005850,train,pycryptodome
none,not_encrypted,127,0,not_encrypted,,0326-csv,csv,data/generated\not_encrypted\005851.enc,005851,train,pycryptodome
gzip,compressed_only,126,0,compressed_only,,0326-csv,csv,data/generated\compressed_only\005852.enc,005852,train,pycryptodome
Blowfish,block_padded_mode_like,148,256,Blowfish_like,CBC,0326-csv,csv,data/generated\Blowfish_like\005853.enc,005853,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,143,256,ChaCha20_Salsa20_like,,0326-csv,csv,data/generated\ChaCha20_Salsa20_like\005854.enc,005854,train,pycryptodome
XOR,weak_obfuscation_like,127,128,XOR_like,REPEATING_KEY,0326-csv,csv,data/generated\XOR_like\005855.enc,005855,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,404,256,hybrid_AES_RSA_like,CBC+OAEP,0326-csv,csv,data/generated\hybrid_AES_RSA_like\005856.enc,005856,train,pycryptodome
none,not_encrypted,278528,0,not_encrypted,,0326-doc,doc,data/generated\not_encrypted\005857.enc,005857,val,pycryptodome
gzip,compressed_only,143298,0,compressed_only,,0326-doc,doc,data/generated\compressed_only\005858.enc,005858,val,pycryptodome
DES,block_padded_mode_like,278548,56,DES_like,CBC,0326-doc,doc,data/generated\DES_like\005859.enc,005859,val,pycryptodome
Salsa20,stream_or_counter_mode_like,278548,256,ChaCha20_Salsa20_like,,0326-doc,doc,data/generated\ChaCha20_Salsa20_like\005860.enc,005860,val,pycryptodome
XOR,weak_obfuscation_like,278528,128,XOR_like,REPEATING_KEY,0326-doc,doc,data/generated\XOR_like\005861.enc,005861,val,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,278800,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0326-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\005862.enc,005862,val,pycryptodome
none,not_encrypted,76154,0,not_encrypted,,0326-exe,exe,data/generated\not_encrypted\005863.enc,005863,train,pycryptodome
gzip,compressed_only,74877,0,compressed_only,,0326-exe,exe,data/generated\compressed_only\005864.enc,005864,train,pycryptodome
RC2,block_padded_mode_like,76172,128,RC2_like,CBC,0326-exe,exe,data/generated\RC2_like\005865.enc,005865,train,pycryptodome
RC4,stream_or_counter_mode_like,76154,256,RC4_like,STREAM,0326-exe,exe,data/generated\RC4_like\005866.enc,005866,train,pycryptodome
XOR,weak_obfuscation_like,76154,128,XOR_like,REPEATING_KEY,0326-exe,exe,data/generated\XOR_like\005867.enc,005867,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,76430,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0326-exe,exe,data/generated\hybrid_Salsa20_RSA_like\005868.enc,005868,train,pycryptodome
none,not_encrypted,1236,0,not_encrypted,,0327-csv,csv,data/generated\not_encrypted\005869.enc,005869,train,pycryptodome
gzip,compressed_only,470,0,compressed_only,,0327-csv,csv,data/generated\compressed_only\005870.enc,005870,train,pycryptodome
CAST5,block_padded_mode_like,1260,128,CAST5_like,CBC,0327-csv,csv,data/generated\CAST5_like\005871.enc,005871,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,1252,256,ChaCha20_Salsa20_like,,0327-csv,csv,data/generated\ChaCha20_Salsa20_like\005872.enc,005872,train,pycryptodome
XOR,weak_obfuscation_like,1236,128,XOR_like,REPEATING_KEY,0327-csv,csv,data/generated\XOR_like\005873.enc,005873,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,1524,256,hybrid_AES_RSA_like,CBC+OAEP,0327-csv,csv,data/generated\hybrid_AES_RSA_like\005874.enc,005874,train,pycryptodome
none,not_encrypted,118784,0,not_encrypted,,0327-doc,doc,data/generated\not_encrypted\005875.enc,005875,train,pycryptodome
gzip,compressed_only,25984,0,compressed_only,,0327-doc,doc,data/generated\compressed_only\005876.enc,005876,train,pycryptodome
AES,block_padded_mode_like,118820,256,AES_like,CBC,0327-doc,doc,data/generated\AES_like\005877.enc,005877,train,pycryptodome
Salsa20,stream_or_counter_mode_like,118804,256,ChaCha20_Salsa20_like,,0327-doc,doc,data/generated\ChaCha20_Salsa20_like\005878.enc,005878,train,pycryptodome
XOR,weak_obfuscation_like,118784,128,XOR_like,REPEATING_KEY,0327-doc,doc,data/generated\XOR_like\005879.enc,005879,train,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,119056,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0327-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\005880.enc,005880,train,pycryptodome
none,not_encrypted,72704,0,not_encrypted,,0327-exe,exe,data/generated\not_encrypted\005881.enc,005881,train,pycryptodome
gzip,compressed_only,16677,0,compressed_only,,0327-exe,exe,data/generated\compressed_only\005882.enc,005882,train,pycryptodome
AES,block_padded_mode_like,72720,256,AES_like,ECB,0327-exe,exe,data/generated\AES_like\005883.enc,005883,train,pycryptodome
RC4,stream_or_counter_mode_like,72704,256,RC4_like,STREAM,0327-exe,exe,data/generated\RC4_like\005884.enc,005884,train,pycryptodome
XOR,weak_obfuscation_like,72704,128,XOR_like,REPEATING_KEY,0327-exe,exe,data/generated\XOR_like\005885.enc,005885,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,72980,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0327-exe,exe,data/generated\hybrid_Salsa20_RSA_like\005886.enc,005886,train,pycryptodome
none,not_encrypted,413,0,not_encrypted,,0328-csv,csv,data/generated\not_encrypted\005887.enc,005887,train,pycryptodome
gzip,compressed_only,308,0,compressed_only,,0328-csv,csv,data/generated\compressed_only\005888.enc,005888,train,pycryptodome
AES,block_padded_mode_like,425,256,AES_like,CTR,0328-csv,csv,data/generated\AES_like\005889.enc,005889,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,429,256,ChaCha20_Salsa20_like,,0328-csv,csv,data/generated\ChaCha20_Salsa20_like\005890.enc,005890,train,pycryptodome
XOR,weak_obfuscation_like,413,128,XOR_like,REPEATING_KEY,0328-csv,csv,data/generated\XOR_like\005891.enc,005891,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,692,256,hybrid_AES_RSA_like,CBC+OAEP,0328-csv,csv,data/generated\hybrid_AES_RSA_like\005892.enc,005892,train,pycryptodome
none,not_encrypted,104448,0,not_encrypted,,0328-doc,doc,data/generated\not_encrypted\005893.enc,005893,train,pycryptodome
gzip,compressed_only,31172,0,compressed_only,,0328-doc,doc,data/generated\compressed_only\005894.enc,005894,train,pycryptodome
AES,block_padded_mode_like,104476,256,AES_like,CFB,0328-doc,doc,data/generated\AES_like\005895.enc,005895,train,pycryptodome
Salsa20,stream_or_counter_mode_like,104468,256,ChaCha20_Salsa20_like,,0328-doc,doc,data/generated\ChaCha20_Salsa20_like\005896.enc,005896,train,pycryptodome
XOR,weak_obfuscation_like,104448,128,XOR_like,REPEATING_KEY,0328-doc,doc,data/generated\XOR_like\005897.enc,005897,train,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,104720,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0328-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\005898.enc,005898,train,pycryptodome
none,not_encrypted,82245,0,not_encrypted,,0328-exe,exe,data/generated\not_encrypted\005899.enc,005899,train,pycryptodome
gzip,compressed_only,49662,0,compressed_only,,0328-exe,exe,data/generated\compressed_only\005900.enc,005900,train,pycryptodome
AES,block_padded_mode_like,82265,256,AES_like,OFB,0328-exe,exe,data/generated\AES_like\005901.enc,005901,train,pycryptodome
RC4,stream_or_counter_mode_like,82245,256,RC4_like,STREAM,0328-exe,exe,data/generated\RC4_like\005902.enc,005902,train,pycryptodome
XOR,weak_obfuscation_like,82245,128,XOR_like,REPEATING_KEY,0328-exe,exe,data/generated\XOR_like\005903.enc,005903,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,82521,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0328-exe,exe,data/generated\hybrid_Salsa20_RSA_like\005904.enc,005904,train,pycryptodome
none,not_encrypted,2479,0,not_encrypted,,0329-csv,csv,data/generated\not_encrypted\005905.enc,005905,train,pycryptodome
gzip,compressed_only,469,0,compressed_only,,0329-csv,csv,data/generated\compressed_only\005906.enc,005906,train,pycryptodome
AES,block_padded_mode_like,2515,256,AES_like,GCM,0329-csv,csv,data/generated\AES_like\005907.enc,005907,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,2495,256,ChaCha20_Salsa20_like,,0329-csv,csv,data/generated\ChaCha20_Salsa20_like\005908.enc,005908,train,pycryptodome
XOR,weak_obfuscation_like,2479,128,XOR_like,REPEATING_KEY,0329-csv,csv,data/generated\XOR_like\005909.enc,005909,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,2756,256,hybrid_AES_RSA_like,CBC+OAEP,0329-csv,csv,data/generated\hybrid_AES_RSA_like\005910.enc,005910,train,pycryptodome
none,not_encrypted,56320,0,not_encrypted,,0329-doc,doc,data/generated\not_encrypted\005911.enc,005911,val,pycryptodome
gzip,compressed_only,18558,0,compressed_only,,0329-doc,doc,data/generated\compressed_only\005912.enc,005912,val,pycryptodome
3DES,block_padded_mode_like,56340,192,3DES_like,CBC,0329-doc,doc,data/generated\3DES_like\005913.enc,005913,val,pycryptodome
Salsa20,stream_or_counter_mode_like,56340,256,ChaCha20_Salsa20_like,,0329-doc,doc,data/generated\ChaCha20_Salsa20_like\005914.enc,005914,val,pycryptodome
XOR,weak_obfuscation_like,56320,128,XOR_like,REPEATING_KEY,0329-doc,doc,data/generated\XOR_like\005915.enc,005915,val,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,56592,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0329-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\005916.enc,005916,val,pycryptodome
none,not_encrypted,75260,0,not_encrypted,,0329-exe,exe,data/generated\not_encrypted\005917.enc,005917,train,pycryptodome
gzip,compressed_only,70661,0,compressed_only,,0329-exe,exe,data/generated\compressed_only\005918.enc,005918,train,pycryptodome
Blowfish,block_padded_mode_like,75284,256,Blowfish_like,CBC,0329-exe,exe,data/generated\Blowfish_like\005919.enc,005919,train,pycryptodome
RC4,stream_or_counter_mode_like,75260,256,RC4_like,STREAM,0329-exe,exe,data/generated\RC4_like\005920.enc,005920,train,pycryptodome
XOR,weak_obfuscation_like,75260,128,XOR_like,REPEATING_KEY,0329-exe,exe,data/generated\XOR_like\005921.enc,005921,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,75536,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0329-exe,exe,data/generated\hybrid_Salsa20_RSA_like\005922.enc,005922,train,pycryptodome
none,not_encrypted,8292,0,not_encrypted,,0330-csv,csv,data/generated\not_encrypted\005923.enc,005923,train,pycryptodome
gzip,compressed_only,2951,0,compressed_only,,0330-csv,csv,data/generated\compressed_only\005924.enc,005924,train,pycryptodome
DES,block_padded_mode_like,8308,56,DES_like,CBC,0330-csv,csv,data/generated\DES_like\005925.enc,005925,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,8308,256,ChaCha20_Salsa20_like,,0330-csv,csv,data/generated\ChaCha20_Salsa20_like\005926.enc,005926,train,pycryptodome
XOR,weak_obfuscation_like,8292,128,XOR_like,REPEATING_KEY,0330-csv,csv,data/generated\XOR_like\005927.enc,005927,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,8580,256,hybrid_AES_RSA_like,CBC+OAEP,0330-csv,csv,data/generated\hybrid_AES_RSA_like\005928.enc,005928,train,pycryptodome
none,not_encrypted,189952,0,not_encrypted,,0330-doc,doc,data/generated\not_encrypted\005929.enc,005929,train,pycryptodome
gzip,compressed_only,64307,0,compressed_only,,0330-doc,doc,data/generated\compressed_only\005930.enc,005930,train,pycryptodome
RC2,block_padded_mode_like,189972,128,RC2_like,CBC,0330-doc,doc,data/generated\RC2_like\005931.enc,005931,train,pycryptodome
Salsa20,stream_or_counter_mode_like,189972,256,ChaCha20_Salsa20_like,,0330-doc,doc,data/generated\ChaCha20_Salsa20_like\005932.enc,005932,train,pycryptodome
XOR,weak_obfuscation_like,189952,128,XOR_like,REPEATING_KEY,0330-doc,doc,data/generated\XOR_like\005933.enc,005933,train,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,190224,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0330-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\005934.enc,005934,train,pycryptodome
none,not_encrypted,73216,0,not_encrypted,,0330-exe,exe,data/generated\not_encrypted\005935.enc,005935,train,pycryptodome
gzip,compressed_only,26746,0,compressed_only,,0330-exe,exe,data/generated\compressed_only\005936.enc,005936,train,pycryptodome
CAST5,block_padded_mode_like,73244,128,CAST5_like,CBC,0330-exe,exe,data/generated\CAST5_like\005937.enc,005937,train,pycryptodome
RC4,stream_or_counter_mode_like,73216,256,RC4_like,STREAM,0330-exe,exe,data/generated\RC4_like\005938.enc,005938,train,pycryptodome
XOR,weak_obfuscation_like,73216,128,XOR_like,REPEATING_KEY,0330-exe,exe,data/generated\XOR_like\005939.enc,005939,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,73492,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0330-exe,exe,data/generated\hybrid_Salsa20_RSA_like\005940.enc,005940,train,pycryptodome
none,not_encrypted,11916,0,not_encrypted,,0331-csv,csv,data/generated\not_encrypted\005941.enc,005941,train,pycryptodome
gzip,compressed_only,2775,0,compressed_only,,0331-csv,csv,data/generated\compressed_only\005942.enc,005942,train,pycryptodome
AES,block_padded_mode_like,11940,256,AES_like,CBC,0331-csv,csv,data/generated\AES_like\005943.enc,005943,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,11932,256,ChaCha20_Salsa20_like,,0331-csv,csv,data/generated\ChaCha20_Salsa20_like\005944.enc,005944,train,pycryptodome
XOR,weak_obfuscation_like,11916,128,XOR_like,REPEATING_KEY,0331-csv,csv,data/generated\XOR_like\005945.enc,005945,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,12196,256,hybrid_AES_RSA_like,CBC+OAEP,0331-csv,csv,data/generated\hybrid_AES_RSA_like\005946.enc,005946,train,pycryptodome
none,not_encrypted,286720,0,not_encrypted,,0331-doc,doc,data/generated\not_encrypted\005947.enc,005947,train,pycryptodome
gzip,compressed_only,230372,0,compressed_only,,0331-doc,doc,data/generated\compressed_only\005948.enc,005948,train,pycryptodome
AES,block_padded_mode_like,286736,256,AES_like,ECB,0331-doc,doc,data/generated\AES_like\005949.enc,005949,train,pycryptodome
Salsa20,stream_or_counter_mode_like,286740,256,ChaCha20_Salsa20_like,,0331-doc,doc,data/generated\ChaCha20_Salsa20_like\005950.enc,005950,train,pycryptodome
XOR,weak_obfuscation_like,286720,128,XOR_like,REPEATING_KEY,0331-doc,doc,data/generated\XOR_like\005951.enc,005951,train,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,286992,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0331-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\005952.enc,005952,train,pycryptodome
none,not_encrypted,81072,0,not_encrypted,,0331-exe,exe,data/generated\not_encrypted\005953.enc,005953,train,pycryptodome
gzip,compressed_only,38893,0,compressed_only,,0331-exe,exe,data/generated\compressed_only\005954.enc,005954,train,pycryptodome
AES,block_padded_mode_like,81084,256,AES_like,CTR,0331-exe,exe,data/generated\AES_like\005955.enc,005955,train,pycryptodome
RC4,stream_or_counter_mode_like,81072,256,RC4_like,STREAM,0331-exe,exe,data/generated\RC4_like\005956.enc,005956,train,pycryptodome
XOR,weak_obfuscation_like,81072,128,XOR_like,REPEATING_KEY,0331-exe,exe,data/generated\XOR_like\005957.enc,005957,train,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,81348,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0331-exe,exe,data/generated\hybrid_Salsa20_RSA_like\005958.enc,005958,train,pycryptodome
none,not_encrypted,14527,0,not_encrypted,,0332-csv,csv,data/generated\not_encrypted\005959.enc,005959,train,pycryptodome
gzip,compressed_only,3243,0,compressed_only,,0332-csv,csv,data/generated\compressed_only\005960.enc,005960,train,pycryptodome
AES,block_padded_mode_like,14555,256,AES_like,CFB,0332-csv,csv,data/generated\AES_like\005961.enc,005961,train,pycryptodome
ChaCha20,stream_or_counter_mode_like,14543,256,ChaCha20_Salsa20_like,,0332-csv,csv,data/generated\ChaCha20_Salsa20_like\005962.enc,005962,train,pycryptodome
XOR,weak_obfuscation_like,14527,128,XOR_like,REPEATING_KEY,0332-csv,csv,data/generated\XOR_like\005963.enc,005963,train,pycryptodome
Hybrid_AES_RSA,hybrid_encryption_like,14804,256,hybrid_AES_RSA_like,CBC+OAEP,0332-csv,csv,data/generated\hybrid_AES_RSA_like\005964.enc,005964,train,pycryptodome
none,not_encrypted,99328,0,not_encrypted,,0332-doc,doc,data/generated\not_encrypted\005965.enc,005965,val,pycryptodome
gzip,compressed_only,36861,0,compressed_only,,0332-doc,doc,data/generated\compressed_only\005966.enc,005966,val,pycryptodome
AES,block_padded_mode_like,99348,256,AES_like,OFB,0332-doc,doc,data/generated\AES_like\005967.enc,005967,val,pycryptodome
Salsa20,stream_or_counter_mode_like,99348,256,ChaCha20_Salsa20_like,,0332-doc,doc,data/generated\ChaCha20_Salsa20_like\005968.enc,005968,val,pycryptodome
XOR,weak_obfuscation_like,99328,128,XOR_like,REPEATING_KEY,0332-doc,doc,data/generated\XOR_like\005969.enc,005969,val,pycryptodome
Hybrid_ChaCha20_RSA,hybrid_encryption_like,99600,256,hybrid_ChaCha20_RSA_like,STREAM+OAEP,0332-doc,doc,data/generated\hybrid_ChaCha20_RSA_like\005970.enc,005970,val,pycryptodome
none,not_encrypted,67199,0,not_encrypted,,0332-exe,exe,data/generated\not_encrypted\005971.enc,005971,test,pycryptodome
gzip,compressed_only,37286,0,compressed_only,,0332-exe,exe,data/generated\compressed_only\005972.enc,005972,test,pycryptodome
AES,block_padded_mode_like,67235,256,AES_like,GCM,0332-exe,exe,data/generated\AES_like\005973.enc,005973,test,pycryptodome
RC4,stream_or_counter_mode_like,67199,256,RC4_like,STREAM,0332-exe,exe,data/generated\RC4_like\005974.enc,005974,test,pycryptodome
XOR,weak_obfuscation_like,67199,128,XOR_like,REPEATING_KEY,0332-exe,exe,data/generated\XOR_like\005975.enc,005975,test,pycryptodome
Hybrid_Salsa20_RSA,hybrid_encryption_like,67475,256,hybrid_Salsa20_RSA_like,STREAM+OAEP,0332-exe,exe,data/generated\hybrid_Salsa20_RSA_like\005976.enc,005976,test,pycryptodome
none,not_encrypted,22275,0,not_encrypted,,0333-csv,csv,data/generated\not_encrypted\005977.enc,005977,val,pycryptodome
gzip,compressed_only,4579,0,compressed_only,,0333-csv,csv,data/generated\compressed_only\005978.enc,005978,val,pycryptodome
3DES,block_padded_mode_like,22292,192,3DES_like,CBC,0333-csv,csv,data/generated\3DES_like\005979.enc,005979,val,pycryptodome
